model,board,final_group_id,candidate_nets,spearman,top5_cost_capture,top5_overlap,ndcg5
CatBoost residual + relational,kitspace_CocoMixtape_UGM_Kicad,FG0527,14,0.9692307692307693,0.9714500204574453,0.8,0.9842229763493145
CatBoost residual + relational,kitspace_Lcr_addon,FG0536,20,0.9082706766917292,0.9902173279325178,0.8,0.9947886810889102
CatBoost residual + relational,kitspace_Spikeling_ESP32,FG0546,34,0.8389610389610389,0.961881756934073,0.6,0.9737562377719478
CatBoost residual + relational,kitspace_Spikeling_V2.1,FG0546,41,0.8813588850174218,0.9845928120346424,0.8,0.9911303396684591
CatBoost residual + relational,kitspace_Spikeling_V2.2,FG0546,41,0.9121951219512198,0.9874851623522156,0.8,0.992164666913863
CatBoost residual + relational,kitspace_Spikeling_V2.2c,FG0546,41,0.9153310104529617,1.0,1.0,0.997602619075122
CatBoost residual + relational,kitspace_antenna_analyser,FG0555,31,0.9640985052251372,1.0,1.0,0.9984461039923259
CatBoost residual + relational,kitspace_beehive,FG0516,33,0.9899732620320856,0.9767511488957001,0.8,0.9867581089214756
CatBoost residual + relational,kitspace_d20_tri_r0.2,FG0560,92,0.8084398070372826,0.9813425313576571,0.8,0.9876591927456256
CatBoost residual + relational,kitspace_d20_tri_r0.3,FG0560,92,0.8049103771403912,0.9842538827769859,0.8,0.9894389350756759
CatBoost residual + relational,kitspace_d20_tri_r1.0,FG0560,92,0.8073609420032981,0.9842538827769858,0.8,0.9894389350756759
CatBoost residual + relational,kitspace_flypi_v2,FG0516,34,0.9663865546218486,0.9892111929756756,0.6,0.9940816179559419
CatBoost residual + relational,kitspace_gas_sensor,FG0516,7,0.991031208965115,1.0,1.0,1.0
CatBoost residual + relational,kitspace_hbridge_driver,FG0516,17,0.9901960784313727,0.9920948152422985,0.8,0.9957957919453442
CatBoost residual + relational,kitspace_hp_led_switch,FG0516,18,0.9325851584348614,1.0,1.0,0.9990193536577308
CatBoost residual + relational,kitspace_led_driver,FG0536,14,0.9516483516483516,0.9933665012942188,0.8,0.9918343796297164
CatBoost residual + relational,kitspace_level_shifter,FG0516,11,0.9454545454545454,0.998807412232615,0.8,0.9993084683985193
CatBoost residual + relational,kitspace_peltier,FG0516,18,0.9834881320949431,0.9965696572604933,0.8,0.9981661108998068
CatBoost residual + relational,kitspace_piezo_amplifier,FG0516,27,0.9774114774114774,0.9864432802940347,0.6,0.9915540230195808
CatBoost residual + relational,kitspace_power_supply,FG0516,5,0.9999999999999999,1.0,1.0,0.9999999999999998
CatBoost residual + relational,kitspace_solenoid_driver,FG0516,10,0.9757575757575757,1.0,1.0,1.0
CatBoost residual + relational,kitspace_sop8breakout,FG0555,8,0.8193365776101958,0.9966534252664504,0.8,0.9951654839310796
CatBoost residual + relational,kitspace_ss_relay,FG0536,23,0.950592885375494,0.9878621273155023,0.8,0.9928006981283337
CatBoost residual + relational,kitspace_tomu,FG0585,20,0.9954887218045112,1.0,1.0,0.9135825928301151
CatBoost residual + relational,kitspace_training_board,FG0516,58,0.9931556363356918,0.996490869852306,0.8,0.9973569263038601
CatBoost residual + relational,kitspace_training_board_v02,FG0516,61,0.9788895583484623,0.9896676089932117,0.8,0.9893234259384048
CatBoost residual + relational,kitspace_tri_panel_4up_r0.1,FG0560,89,0.8316649642492341,1.0,1.0,0.9998835885049702
CatBoost residual + relational,kitspace_ulx4m,FG0589,296,0.9645918645918644,0.9779793651159447,0.8,0.9889890482037432
CatBoost residual + relational,m2-electronics_m2pa,FG0599,9,1.0,1.0,1.0,1.0
CatBoost residual + relational,m2-electronics_m2pa-instrument,FG0599,9,1.0,1.0,1.0,1.0
CatBoost residual + relational,m2-electronics_m2pa-m3mount,FG0599,9,0.9833333333333333,1.0,1.0,0.9999999999999999
CatBoost residual + relational,m2-electronics_m2pa-tiny,FG0599,9,1.0,1.0,1.0,1.0000000000000002
CatBoost residual + relational,m2-electronics_m2r,FG0599,58,0.9824610453098581,1.0,1.0,0.9999999999999998
CatBoost residual + relational,m2-electronics_m2rl,FG0599,15,0.8960631034158174,0.9344374540887419,0.6,0.9573467552720427
CatBoost residual + relational,mechkeys_1800-controller,FG0609,36,0.9940797940797942,1.0,1.0,1.0
CatBoost residual + relational,mechkeys_58r-mxalps,FG0609,90,0.9097257701384033,0.9879092243395485,0.8,0.9921233302714483
CatBoost residual + relational,mechkeys_BluePad,FG0609,63,0.9905308276057999,0.947740966124906,0.8,0.9562279531089033
CatBoost residual + relational,mechkeys_LFK78,FG0609,159,0.9868073501903843,0.9610957848613506,0.6,0.9715451424544402
CatBoost residual + relational,mechkeys_MF68+10,FG0609,119,0.9491416321132187,0.9616377369923246,0.6,0.972216968230812
CatBoost residual + relational,mechkeys_isp,FG0609,11,0.990909090909091,1.0,1.0,0.9995712985149817
CatBoost residual + relational,mechkeys_lfk78-jtag,FG0609,10,-0.309090909090909,0.7526753708644868,0.4,0.6877174900343307
CatBoost residual + relational,mechkeys_lfk_revc,FG0609,172,0.9603415234294288,0.9048640472042834,0.4,0.929317149283039
CatBoost residual + relational,mechkeys_lfk_revd,FG0609,174,0.9701431983063988,0.9146282647437753,0.4,0.9377442986878561
CatBoost residual + relational,medusa_medusa_cape,FG0610,113,0.9689600106460843,1.0,1.0,1.0
CatBoost residual + relational,medusa_medusa_rs422_rx,FG0610,33,0.9663826760944781,0.9737595580805757,0.6,0.9839848962995454
CatBoost residual + relational,medusa_medusa_rs422_tx,FG0610,120,0.8758520586623353,0.9913575405585219,0.6,0.9954168855375503
CatBoost residual + relational,memory-display_memory-display,FG0611,29,0.9788177339901475,1.0,1.0,0.9999999999999998
CatBoost residual + relational,mini-whip_mini-whip,FG0615,9,0.8833333333333333,0.9555442603659163,0.8,0.9737255581502343
CatBoost residual + relational,mini-whip_mini-whip-power-feed,FG0615,6,0.942857142857143,1.0,1.0,0.9997195482618215
CatBoost residual + relational,moonpunchorg_pcieduino,FG0187,41,0.9689895470383277,0.9894600637847881,0.8,0.9944155019001459
CatBoost residual + relational,nRF24breakoutBoard_nRF24-breakout,FG0633,8,0.6190476190476191,0.8344607362208928,0.8,0.8548826378636882
CatBoost residual + relational,nan-15_top-plate,FG0634,25,0.982111962772073,0.9913620214164747,0.8,0.9956988689255873
CatBoost residual + relational,newer-motor-controllers_busparts,FG0639,58,0.9832661724445539,0.9957561835392631,0.8,0.9975176214279465
CatBoost residual + relational,newer-motor-controllers_si31-3,FG0639,58,0.980190101202744,0.9957675362807373,0.8,0.9978048952063296
CatBoost residual + relational,newer-motor-controllers_stm32f407riser,FG0639,55,0.9739538239538242,0.9902133453518279,0.8,0.9947187105502507
CatBoost residual + relational,nodemcu-backstage_NodeMCU Backstage,FG0644,27,0.37303183419413527,1.0,1.0,0.9999999999999999
CatBoost residual + relational,pocketbone-kicad_pocketbone-kicad,FG0246,74,0.968100703443169,1.0,1.0,0.9998662215999339
CatBoost residual + relational,retrocon_bbb-adapter,FG0197,33,0.9892203594327046,0.9611306516085779,0.6,0.9755657297312462
CatBoost residual + relational,retrocon_driver_board,FG0197,32,0.9896434832142539,0.992713293218334,0.8,0.9725988735902144
CatBoost residual + relational,retroreflectors_CONGFLOCK,FG0698,5,0.7,1.0,1.0,0.9962578326289813
CatBoost residual + relational,retroreflectors_FLAMENCOFLOCK,FG0698,8,0.9700772721497398,1.0,1.0,0.9971845041673993
CatBoost residual + relational,retroreflectors_RUMBAFLOCK,FG0698,5,0.9999999999999999,1.0,1.0,0.9999999999999998
CatBoost residual + relational,retroreflectors_SALSAFLOCK,FG0698,22,0.9807807285775225,1.0,1.0,0.9999999999999998
CatBoost residual + relational,retroreflectors_TANGOFLOCK,FG0698,6,0.942857142857143,1.0000000000000002,1.0,0.9999998691860361
CatBoost residual + relational,smt-zvs-driver_IH10,FG0726,7,0.9285714285714288,1.0000000000000002,1.0,0.9942803229590003
CatBoost residual + relational,smt-zvs-driver_IH10-mc,FG0726,7,0.8571428571428573,1.0,1.0,0.9423222586205134
CatBoost residual + relational,smt-zvs-driver_IH10-sl,FG0726,7,0.9285714285714288,1.0,1.0,0.9589200828207465
CatBoost residual + relational,spisolator_spisolator,FG0732,12,0.9720279720279721,1.0,1.0,0.9912687806788534
CatBoost residual + relational,stlinkv2_breakout_stlink_breakout,FG0738,6,0.8804062740424288,1.0,1.0,0.99802837471772
CatBoost residual + relational,tbd_tbd,FG0747,16,0.95,1.0,1.0,0.991339280517171
CatBoost residual + relational,thegrid_pole,FG0756,18,0.9422084623323013,0.9534555392733531,0.6,0.9647252760288212
CatBoost residual + relational,thegrid_pole_panellised,FG0756,18,0.8823529411764706,0.9336288595698871,0.6,0.956084032082887
CatBoost residual + relational,thegrid_shield,FG0756,28,0.9469074986316366,1.0,1.0,0.9990610044371542
CatBoost residual + relational,thegrid_thegrid,FG0756,35,0.9913165266106445,0.9999999999999999,1.0,0.999536214445342
CatBoost residual + relational,wavegen_rev3,FG0777,75,0.9863442389758178,0.9973654474562677,0.8,0.9986677070790381
CatBoost residual + relational,wavegen_waveform-generator,FG0777,46,0.9638286723260229,0.9966297437081968,0.8,0.9983033954689841
CatBoost residual + relational,wavegen_waveform-generator-rev1,FG0777,47,0.990835766942909,0.9972137878699103,0.8,0.9968428048940797
CatBoost residual + relational,wavegen_wavegen,FG0777,47,0.990835766942909,0.9972141692440364,0.8,0.9969097774857846
CatBoost residual + relational,wavegen_wavegen-alt,FG0777,46,0.9492737985949672,1.0,1.0,0.9996261323310675
